OSEBuildingID,DataYear,PrimaryPropertyType,Address,City,State,ZipCode,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,GHGEmissionsIntensity,PredictedEnergyStar
35436,2016,Mid-Rise Multifamily,3500 27th Pl W.,Seattle,WA,98199.0,5036300605,MAGNOLIA / QUEEN ANNE,47.652,-122.38949,1970.0,1.0,5.0,34480,0.0,34480.0,Multifamily Housing,Multifamily Housing,34480.0,,,,,75.0,23.70000076,74.5,817799.125,0.0,771297.0,0.0,False,Compliant,,0.16,0
36034,2016,Retail Store,1401 Broadway,Seattle,WA,98122.0,3148650000,EAST,47.61378771,-122.3214255,1996.0,0.0,3.0,45743,0.0,45743.0,Retail Store,Retail Store,45243.0,,,,,88.0,115.5,316.3999939,5227773.5,0.0,4307444.0,1005772.0,False,Compliant,,1.82,0
36087,2016,Low-Rise Multifamily,751 North 135th Street,Seattle,WA,98133.0,1926049347,NORTHWEST,47.72664,-122.34823,1984.0,1.0,4.0,56800,0.0,56800.0,Multifamily Housing,Multifamily Housing,56800.0,,,,,74.0,37.29999924,87.30000305,2119729.0,0.0,1254605.0,755098.0,False,Compliant,,0.86,0
36587,2016,Other,1700 23rd Ave,Seattle,WA,98122.0,9828200095,CENTRAL,47.61674,-122.30207,1991.0,1.0,1.0,45000,0.0,45000.0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,45000.0,Swimming Pool,0.0,,,57.353,83.80000305,136.8000031,3769240.5,0.0,1051644.0,2453853.0,False,Compliant,,3.06,1
37008,2016,Other,1000 Occidental Ave.,Seattle,WA,98134.0,7666204876,GREATER DUWAMISH,47.59544,-122.33159,1999.0,1.0,6.0,333698,0.0,333698.0,"Other - Entertainment/Public Assembly, Parking",Parking,432903.0,Other - Entertainment/Public Assembly,333698.0,,,86.788,43.90000153,105.0,14658050.0,0.0,9401937.0,4328267.0,False,Compliant,,0.89,1
37248,2016,Warehouse,5840 Airport Way South,Seattle,WA,98108.0,3466800063,GREATER DUWAMISH,47.55066,-122.31787,1904.0,1.0,4.0,72859,0.0,72859.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,72859.0,,,,,55.0,21.60000038,66.5,1577083.25,0.0,1455485.0,42973.0,False,Compliant,,0.17,0
39332,2016,K-12 School,4800 S. Henderson,Seattle,WA,98118.0,2123700250,SOUTHEAST,47.52374,-122.27201,2009.0,1.0,2.0,138705,0.0,138705.0,K-12 School,K-12 School,138705.0,,,,,84.0,38.5,85.69999695,5344758.0,0.0,3004396.0,1954902.0,True,Error - Correct Default Data,,0.9,0
39673,2016,Low-Rise Multifamily,5425 Delridge way SW,Seattle,WA,98106.0,1953000000,DELRIDGE,47.55304,-122.3633,2002.0,1.0,3.0,20000,0.0,20000.0,Multifamily Housing,Multifamily Housing,23752.0,,,,,89.0,23.10000038,72.5,548126.375,0.0,521030.0,0.0,False,Compliant,,0.18,0
39768,2016,High-Rise Multifamily,1000 Minor Ave,Seattle,WA,98104.0,1978200720,EAST,47.61022,-122.324,2012.0,1.0,17.0,236148,0.0,236148.0,"Multifamily Housing, Parking",Multifamily Housing,193868.0,Parking,35616.0,,,69.0,49.79999924,113.0,9650151.0,0.0,5431236.0,3731573.0,False,Compliant,,1.0,0
40008,2016,Mixed Use Property,2255 4TH AVE S,Seattle,WA,98134.0,7666205180,GREATER DUWAMISH,47.5823,-122.32937,2004.0,1.0,3.0,21947,0.0,21947.0,"Office, Other, Parking",Other,14877.0,Office,12023.0,Parking,4920.0,57.472,61.59999847,139.3000031,1658135.375,0.0,969591.0,585008.0,False,Compliant,,1.72,1
40028,2016,Warehouse,7561 63rd Ave NE,Seattle,WA,98115.0,0225049077,NORTHEAST,47.68454,-122.26235,1940.0,1.0,0.0,384772,0.0,384772.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,349953.0,Office,63872.0,,,69.0,39.0,86.5,16139557.0,0.0,9014872.0,6191888.0,False,Compliant,,1.02,0
40031,2016,Medical Office,6222 NE 74th St,Seattle,WA,98115.0,0225049077,NORTHEAST,47.6824,-122.26223,1960.0,1.0,0.0,30287,0.0,30287.0,Medical Office,Medical Office,28050.0,,,,,32.0,81.30000305,220.6000061,2279632.5,0.0,1815405.0,377710.0,False,Compliant,,1.08,0
40034,2016,Small- and Mid-Sized Office,6200 NE 74th ST,Seattle,WA,98115.0,0225049077,NORTHEAST,47.68254,-122.26299,1960.0,1.0,0.0,21931,0.0,21931.0,Office,Office,31845.0,Office,31845.0,,,32.0,134.8000031,233.3000031,4292216.0,0.0,1398591.0,2548619.0,False,Compliant,,6.62,0
40067,2016,Small- and Mid-Sized Office,101 Yesler Way,Seattle,WA,98104.0,5247800440,DOWNTOWN,47.60148,-122.33379,1985.0,1.0,6.0,73102,0.0,73102.0,"Office, Parking",Office,92723.0,Parking,18364.0,,,84.0,48.40000153,151.8000031,4483478.0,0.0,4307238.0,0.0,False,Compliant,,0.41,0
40348,2016,Mixed Use Property,401 Broadway E,Seattle,WA,98102.0,6850700316 and 6850700315,EAST,47.62256,-122.32092,1916.0,1.0,2.0,140823,59401.0,81422.0,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Parking,89820.0,Supermarket/Grocery Store,64000.0,Multifamily Housing,41014.0,91.491,19.79999924,58.90000153,2778832.75,0.0,2554939.0,207907.0,False,Compliant,,0.2,1
40388,2016,Low-Rise Multifamily,2710 West Manor Place,Seattle,WA,98199.0,5036300165,MAGNOLIA / QUEEN ANNE,47.65322,-122.39202,1968.0,1.0,4.0,24386,0.0,24386.0,Multifamily Housing,Multifamily Housing,24386.0,,,,,76.0,24.70000076,77.59999847,602367.6875,0.0,574650.0,0.0,False,Compliant,,0.16,0
40447,2016,Mixed Use Property,2700 Airport Way S,Seattle,WA,98134.0,7666203010,GREATER DUWAMISH,47.57918,-122.32075,1966.0,5.0,1.0,87458,0.0,87458.0,"Data Center, Distribution Center, Office, Other",Office,41097.0,Distribution Center,39772.0,Other,6275.0,32.043,106.0,204.3000031,9271981.0,0.0,3890327.0,4584911.0,False,Compliant,,3.09,1
40529,2016,Low-Rise Multifamily,1702 11th Ave S,Seattle,WA,98134.0,7660600235,GREATER DUWAMISH,47.58814,-122.31816,1968.0,1.0,4.0,35796,0.0,35796.0,Multifamily Housing,Multifamily Housing,35796.0,,,,,65.0,30.20000076,95.0,1082554.25,0.0,1001304.0,0.0,False,Compliant,,0.19,0
41068,2016,Low-Rise Multifamily,13735 Linden Ave N,Seattle,WA,98133.0,0164000222,NORTHWEST,47.72883,-122.34862,1990.0,1.0,4.0,43228,0.0,43228.0,Multifamily Housing,Multifamily Housing,43228.0,,,,,100.0,22.79999924,71.69999695,987194.625,0.0,953060.0,0.0,False,Compliant,,0.15,0
41070,2016,Low-Rise Multifamily,13731 Linden Ave N,Seattle,WA,98133.0,0164000222,NORTHWEST,47.72883,-122.34862,1990.0,1.0,4.0,35560,0.0,35560.0,Multifamily Housing,Multifamily Housing,43228.0,,,,,100.0,18.60000038,58.5,664131.3125,0.0,644415.0,0.0,False,Compliant,,0.13,0
41527,2016,Mid-Rise Multifamily,151 John St,Seattle,WA,98109.0,1985200120,MAGNOLIA / QUEEN ANNE,47.61958,-122.35378,2011.0,1.0,7.0,36179,0.0,36179.0,"Multifamily Housing, Parking",Multifamily Housing,28309.0,Parking,2930.0,,,41.0,56.59999847,139.1000061,1602826.875,0.0,1031268.0,508990.0,False,Compliant,,0.95,0
41928,2016,Supermarket / Grocery Store,12318 15th Ave NE,Seattle,WA,98115.0,6798100875,NORTH,47.71864,-122.312,2011.0,1.0,1.0,51400,0.0,51400.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51841.0,Parking,0.0,,,74.0,233.0,522.4000244,12081430.0,0.0,6889168.0,4813790.0,False,Compliant,,5.91,0
41987,2016,Mid-Rise Multifamily,330 3rd Avenue West,Seattle,WA,98119.0,1989200620,MAGNOLIA / QUEEN ANNE,47.6212,-122.36016,2011.0,1.0,6.0,290520,0.0,290520.0,Multifamily Housing,Multifamily Housing,203481.0,,,,,87.0,34.79999924,76.30000305,7084125.0,0.0,3757426.0,3011984.0,False,Compliant,,0.64,0
42067,2016,Mixed Use Property,1620 Broadway,Seattle,WA,98122.0,6003000620,EAST,47.61590576,-122.3203888,2010.0,0.0,6.0,184980,0.0,184980.0,"Multifamily Housing, Office, Parking, Residence Hall/Dormitory, Retail Store",Multifamily Housing,88132.0,Parking,54452.0,Residence Hall/Dormitory,17186.0,90.0,53.40000153,129.5,6985374.5,0.0,4593196.0,2304051.0,False,Compliant,,0.83,0
42069,2016,Small- and Mid-Sized Office,2101 N 34TH ST,Seattle,WA,98103.0,6147900000,LAKE UNION,47.64779,-122.33352,1993.0,1.0,1.0,26263,0.0,26263.0,Office,Office,26263.0,,,,,64.0,63.70000076,199.8999939,1671740.25,0.0,1634669.0,0.0,False,Compliant,,0.43,0
42070,2016,Low-Rise Multifamily,4616 Martin Luther King Jr Way S,Seattle,WA,98108.0,8562990000,SOUTHEAST,47.56185,-122.29363,2010.0,1.0,4.0,88449,0.0,88449.0,"Financial Office, Multifamily Housing, Office, Retail Store, Supermarket/Grocery Store",Multifamily Housing,79257.0,Office,4281.0,Retail Store,3610.0,48.629,45.70000076,122.0999985,4043773.5,0.0,3039755.0,850584.0,False,Compliant,,0.75,1
42074,2016,Low-Rise Multifamily,6870 62nd Ave NE,Seattle,WA,98115.0,0225049067,NORTHEAST,47.67857,-122.26172,2011.0,1.0,3.0,31930,0.0,31930.0,Multifamily Housing,Multifamily Housing,31930.0,,,,,86.0,27.29999924,85.69999695,871502.6875,0.0,841916.0,0.0,False,Compliant,,0.18,0
42076,2016,Low-Rise Multifamily,12536 33RD AVE NE,Seattle,WA,98125.0,1453601100,NORTH,47.72033,-122.29213,2011.0,1.0,4.0,138121,0.0,138121.0,"Multifamily Housing, Office, Other",Multifamily Housing,136923.0,Other,794.0,Office,404.0,88.993,33.79999924,66.80000305,4668408.0,0.0,2067290.0,2348038.0,False,Compliant,,1.01,1
42087,2016,Mid-Rise Multifamily,4719 12TH AVE NE,Seattle,WA,98105.0,6746700955,NORTHEAST,47.66368,-122.31554,2011.0,1.0,6.0,39636,0.0,39636.0,Multifamily Housing,Multifamily Housing,41000.0,,,,,47.0,42.59999847,133.6999969,1747203.75,0.0,1689732.0,2467.0,False,Compliant,,0.3,0
42168,2016,Low-Rise Multifamily,6800 62nd Ave NE,Seattle,WA,98115.0,0225049067,NORTHEAST,47.6779,-122.26166,2011.0,1.0,3.0,29646,0.0,29646.0,Multifamily Housing,Multifamily Housing,29744.0,,,,,81.0,28.10000038,88.09999847,834360.5,0.0,790040.0,0.0,False,Compliant,,0.19,0
43247,2016,Low-Rise Multifamily,135 Harvard Ave. East,Seattle,WA,98102.0,6003002130,EAST,47.6197,-122.32253,1927.0,1.0,3.0,29656,0.0,29656.0,Multifamily Housing,Multifamily Housing,29656.0,,,,,87.0,31.60000038,75.09999847,937759.8125,0.0,525815.0,333322.0,False,Compliant,,0.72,0
43867,2016,Mid-Rise Multifamily,507 Maynard Ave S,Seattle,WA,98104.0,5247801915,DOWNTOWN,47.59801,-122.32544,1927.0,1.0,5.0,39493,8500.0,30993.0,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,24015.0,Restaurant,8700.0,Parking,8500.0,32.036,126.4000015,221.3999939,4133811.0,0.0,1388766.0,2745045.0,False,Compliant,,3.94,1
43948,2016,Other,6605 13th Avenue South,Seattle,WA,98108.0,0000000000,GREATER DUWAMISH,47.54277,-122.31626,1906.0,1.0,2.0,39212,0.0,39212.0,Other,Other,39212.0,,,,,96.254,1.799999952,5.800000191,72370.39844,0.0,72371.0,0.0,False,Non-Compliant,Low outlier,0.01,1
44187,2016,Mid-Rise Multifamily,1223 E. Cherry Street,Seattle,WA,98122.0,7948300005,CENTRAL,47.60786,-122.31586,2011.0,1.0,5.0,140254,0.0,140254.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,108099.0,Parking,18913.0,Retail Store,14975.0,94.0,37.29999924,93.59999847,4596143.0,0.0,3094355.0,1302210.0,False,Compliant,,0.65,0
44267,2016,Low-Rise Multifamily,6940 62nd Ave NE,Seattle,WA,98115.0,0225049066,NORTHEAST,47.67928,-122.26177,1947.0,1.0,3.0,38264,0.0,38264.0,Multifamily Housing,Multifamily Housing,38264.0,,,,,51.0,46.70000076,91.40000153,1786300.0,0.0,746513.0,902261.0,False,Compliant,,1.39,0
45287,2016,Other,500 23 Ave E,Seattle,WA,98122.0,7544800245,CENTRAL,47.60668,-122.30242,1968.0,0.0,1.0,21400,0.0,21400.0,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,11737.0,Fitness Center/Health Club/Gym,9003.0,Swimming Pool,0.0,8.82,261.7000122,528.2000122,5427452.5,0.0,2514599.0,2656210.0,False,Compliant,,7.41,1
45927,2016,Laboratory,300 Ninth Avenue,Seattle,WA,98104.0,8590900220,EAST,47.60427,-122.32311,2000.0,1.0,8.0,178000,0.0,178000.0,Laboratory,Laboratory,181930.0,,,,,,302.7000122,594.4000244,55068016.0,31030194.0,22135959.0,0.0,False,Compliant,,14.32,0
46427,2016,Mid-Rise Multifamily,1222 East Madison Street,Seattle,WA,98122.0,6003000085,EAST,47.61338,-122.31593,2012.0,1.0,6.0,102696,0.0,102696.0,"Multifamily Housing, Parking",Multifamily Housing,102696.0,Parking,20984.0,,,98.0,26.10000038,68.59999847,2678970.0,0.0,1948111.0,631939.0,False,Compliant,,0.46,0
48287,2016,Large Office,3407 Airport Way South,Seattle,WA,98134.0,7666203110,GREATER DUWAMISH,47.5735,-122.32239,2005.0,1.0,4.0,162157,0.0,162157.0,"Office, Other - Services",Office,88698.0,Other - Services,72726.0,,,8.204,255.3999939,722.7000122,41225944.0,0.0,35110865.0,5502867.0,False,Compliant,,3.31,1
49467,2016,Mid-Rise Multifamily,1206 East Jefferson St,Seattle,WA,98122.0,7948300165,CENTRAL,47.60642,-122.31637,2012.0,1.0,6.0,57495,0.0,57495.0,"Multifamily Housing, Other, Parking",Multifamily Housing,45113.0,Parking,5866.0,Other,4596.0,98.0,27.79999924,67.0,1379927.25,0.0,873379.0,464994.0,False,Compliant,,0.54,0
49687,2016,Supermarket / Grocery Store,516 1st Ave W,Seattle,WA,98119.0,8681450000,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,2003.0,1.0,4.0,33997,0.0,33997.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,33997.0,Parking,30000.0,,,23.0,267.2999878,796.0999756,9086338.0,0.0,8224625.0,702110.0,False,Compliant,,2.78,0
49693,2016,Mid-Rise Multifamily,14200 Linden Ave N,Seattle,WA,98133.0,4340200000,NORTHWEST,47.73168,-122.34777,2010.0,1.0,6.0,375502,137061.0,238441.0,Multifamily Housing,Multifamily Housing,375502.0,,,,,100.0,22.60000038,32.5,8474710.0,0.0,1547929.0,6887164.0,False,Compliant,,1.0,0
49695,2016,Large Office,207 Boren Ave. North,Seattle,WA,98109.0,1986200350,LAKE UNION,47.62037,-122.33627,2012.0,1.0,11.0,526423,0.0,526423.0,"Office, Other, Parking",Office,400536.0,Parking,182439.0,Other,7177.0,97.0,42.79999924,129.8999939,17463744.0,0.0,16565434.0,898308.0,False,Compliant,,0.31,0
49697,2016,Mixed Use Property,114 Alaskan Way S,Seattle,WA,98104.0,5247800025,DOWNTOWN,47.60121,-122.33518,1902.0,1.0,6.0,74211,0.0,74211.0,"Multifamily Housing, Office, Parking",Office,33279.0,Multifamily Housing,29878.0,Parking,8421.0,97.0,22.79999924,71.5,1438856.625,0.0,1357120.0,0.0,False,Compliant,,0.13,0
49698,2016,Mid-Rise Multifamily,1818 E Madison St.,Seattle,WA,98122.0,7234601230,Central,47.61687,-122.30796,2012.0,1.0,6.0,174654,0.0,174654.0,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Multifamily Housing,124279.0,Parking,49395.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2620.0,75.0,29.0,87.5,3743815.75,0.0,3422619.0,217776.0,False,Compliant,,0.2,0
49699,2016,Warehouse,10020 Martin Luther King Jr Way S,Seattle,WA,98178.0,0323049141,SOUTHEAST,47.51098,-122.27817,1988.0,1.0,2.0,45700,0.0,45700.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,293707.0,,,,,99.0,5.300000191,15.80000019,1547490.125,0.0,1441594.0,102600.0,False,Compliant,,0.34,0
49703,2016,K-12 School,2550 34th Ave. W.,Seattle,WA,98199.0,2225039016,MAGNOLIA / QUEEN ANNE,47.64342,-122.3997,1952.0,1.0,1.0,116101,0.0,116101.0,K-12 School,K-12 School,119685.0,,,,,,0.0,0.0,0.0,0.0,0.0,4993620.0,False,Missing Data,,2.28,0
49704,2016,Mid-Rise Multifamily,1139 NW Market St,Seattle,WA,98107.0,2768300135,BALLARD,47.66838,-122.37199,2012.0,1.0,6.0,177528,0.0,177528.0,"Multifamily Housing, Parking",Multifamily Housing,128621.0,Parking,48907.0,,,99.0,34.5,81.09999847,4431765.5,0.0,2686937.0,1541301.0,False,Compliant,,0.57,0
49705,2016,Other,7400 Sand Point Way NE,Seattle,WA,98115.0,0225049062,NORTHEAST,47.68212,-122.2633,1929.0,8.0,0.0,502030,0.0,502030.0,Other - Recreation,Other - Recreation,564258.0,,,,,81.607,36.59999847,74.30000305,20672948.0,0.0,9359884.0,9110455.0,False,Compliant,,1.09,1
49706,2016,Mid-Rise Multifamily,514 E. Pine St.,Seattle,WA,98122.0,8804900775,EAST,47.61543,-122.32474,2011.0,1.0,6.0,153767,0.0,153767.0,"Multifamily Housing, Parking",Multifamily Housing,153767.0,Parking,40584.0,,,92.0,29.20000076,70.59999847,4485060.0,0.0,2799153.0,1426209.0,False,Compliant,,0.62,0
49707,2016,Mid-Rise Multifamily,420 Queen Anne Ave N,Seattle,WA,98109.0,1988200105,MAGNOLIA / QUEEN ANNE,47.62277,-122.35639,2012.0,1.0,6.0,43762,0.0,43762.0,"Multifamily Housing, Parking",Multifamily Housing,27849.0,Parking,11512.0,,,97.0,24.60000038,77.30000305,685504.8125,0.0,665200.0,0.0,False,Compliant,,0.11,0
49709,2016,Other,1570 North 115th Street,Seattle,WA,98013.0,3026049128,NORTHWEST,47.71286,-122.33635,2012.0,1.0,2.0,53575,0.0,53575.0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,53575.0,,,,,,593.5999756,1527.300049,31803568.0,0.0,23173477.0,8630089.0,False,Compliant,,11.57,0
49710,2016,Mid-Rise Multifamily,230 Broadway East,Seattle,WA,98102.0,4700000000,EAST,47.62031168,-122.3208406,2012.0,1.0,7.0,224577,0.0,224577.0,"Multifamily Housing, Parking, Restaurant, Retail Store",Multifamily Housing,246342.0,Parking,107368.0,Retail Store,13772.0,100.0,29.29999924,71.90000153,7895507.5,0.0,5286113.0,2525429.0,False,Compliant,,0.76,0
49712,2016,Large Office,1501 1st Ave S,Seattle,WA,98134.0,7666207075,GREATER DUWAMISH,47.58995,-122.33472,2012.0,1.0,6.0,157345,0.0,157345.0,Office,Office,157345.0,,,,,63.0,74.09999847,229.1000061,11666007.0,0.0,11385578.0,238969.0,False,Compliant,,0.59,0
49714,2016,Mid-Rise Multifamily,412 Broadway,Seattle,WA,98122.0,2197600185,EAST,47.60570526,-122.3203506,2012.0,1.0,6.0,94933,0.0,94933.0,"Multifamily Housing, Parking",Multifamily Housing,100419.0,Parking,31709.0,,,100.0,29.10000038,68.90000153,2921981.25,0.0,1761658.0,996198.0,False,Compliant,,0.69,0
49715,2016,Residence Hall,1218 NE Campus Pkwy,Seattle,WA,98195.0,1142002135,NORTHEAST,47.65642,-122.31475,2012.0,1.0,5.0,136758,0.0,136758.0,Residence Hall/Dormitory,Residence Hall/Dormitory,207017.0,,,,,90.0,32.20000076,70.09999847,6662918.5,0.0,3420620.0,2854748.0,False,Compliant,,1.28,0
49716,2016,Residence Hall,1315 NE Campus Parkway,Seattle,WA,98195.0,1142002345,NORTHEAST,47.65599,-122.31385,2012.0,1.0,7.0,192259,0.0,192259.0,"Residence Hall/Dormitory, Supermarket/Grocery Store",Residence Hall/Dormitory,188118.0,Supermarket/Grocery Store,7000.0,,,72.0,47.59999847,116.4000015,9286532.0,0.0,5931729.0,2835888.0,False,Compliant,,1.0,0
49717,2016,Low-Rise Multifamily,4484 M L King Jr. Way S,Seattle,WA,98108.0,6056111060,SOUTHEAST,47.56337,-122.29446,2012.0,1.0,4.0,43210,0.0,43210.0,"Multifamily Housing, Parking",Multifamily Housing,43210.0,Parking,8050.0,,,56.0,43.0,104.5999985,1856761.875,0.0,1167109.0,597770.0,False,Compliant,,0.92,0
49718,2016,Other,130 South Kenyon St.,Seattle,WA,98108.0,2924049006,GREATER DUWAMISH,47.53246,-122.33304,2012.0,2.0,2.0,137138,0.0,137138.0,Other - Utility,Other - Utility,138602.0,,,,,63.499,40.20000076,126.3000031,5574345.0,0.0,5475366.0,0.0,False,Compliant,,0.28,1
49719,2016,Low-Rise Multifamily,1919 QUEEN ANNE AVE N,Seattle,WA,98109.0,1794501135,MAGNOLIA / QUEEN ANNE,47.63662,-122.35738,2012.0,1.0,4.0,74964,0.0,74964.0,"Multifamily Housing, Parking",Multifamily Housing,45700.0,Parking,24942.0,,,83.0,49.79999924,92.59999847,2277238.25,0.0,881517.0,1395721.0,False,Compliant,,1.07,0
49721,2016,Low-Rise Multifamily,2311 W NEWTON ST,Seattle,WA,98199.0,2771604405,MAGNOLIA / QUEEN ANNE,47.63683,-122.38658,2012.0,1.0,3.0,21753,0.0,21753.0,Multifamily Housing,Multifamily Housing,20890.0,,,,,33.0,43.09999847,117.0999985,900955.1875,0.0,690538.0,145900.0,False,Compliant,,0.58,0
49722,2016,Mid-Rise Multifamily,4600 36th Avenue SW,Seattle,WA,98126.0,0952008170,SOUTHWEST,47.56189,-122.37706,2012.0,1.0,5.0,59205,0.0,59205.0,"Multifamily Housing, Parking",Multifamily Housing,51436.0,Parking,9023.0,,,94.0,34.90000153,85.09999847,1797357.75,0.0,1137957.0,583476.0,False,Compliant,,0.66,0
49725,2016,Other,1010 Spring St,Seattle,WA,98101.0,8590901075,EAST,47.60989,-122.32659,2012.0,1.0,7.0,267470,0.0,267470.0,"Hospital (General Medical & Surgical), Other",Other,160482.0,Hospital (General Medical & Surgical),106988.0,,,55.226,159.6999969,361.3999939,42715544.0,18547858.0,23795911.0,0.0,False,Compliant,,5.97,1
49728,2016,High-Rise Multifamily,2121 6th Avenue,Seattle,WA,98121.0,0660000040,DOWNTOWN,47.61531,-122.34041,2012.0,1.0,24.0,602398,0.0,602398.0,"Multifamily Housing, Parking",Multifamily Housing,736307.0,Parking,117302.0,,,73.0,35.59999847,88.19999695,26200772.0,0.0,17471240.0,7925844.0,False,Compliant,,0.9,0
49729,2016,Mid-Rise Multifamily,717 Dexter Ave North,Seattle,WA,98109.0,2249000255,MAGNOLIA / QUEEN ANNE,47.626,-122.34278,2012.0,0.0,7.0,119219,0.0,119219.0,Multifamily Housing,Multifamily Housing,131890.0,,,,,99.0,24.89999962,53.90000153,3288605.5,0.0,1637387.0,1426582.0,False,Compliant,,0.73,0
49730,2016,Mid-Rise Multifamily,905 Dexter Ave North,Seattle,WA,98109.0,2249500075,MAGNOLIA / QUEEN ANNE,47.62736,-122.34264,2012.0,1.0,7.0,334785,0.0,334785.0,"Food Service, Multifamily Housing, Parking",Multifamily Housing,256573.0,Parking,75681.0,Food Service,2532.0,95.0,39.5,81.5,10233810.0,0.0,4958421.0,4763816.0,False,Compliant,,0.86,0
49731,2016,Mid-Rise Multifamily,5240 UNIVERSITY WAY NE,Seattle,WA,98105.0,8816400655,NORTHEAST,47.66761,-122.31272,2012.0,1.0,7.0,74421,0.0,74421.0,Multifamily Housing,Multifamily Housing,60084.0,,,,,35.0,63.29999924,141.8999939,3800515.0,0.0,2123094.0,1597656.0,False,Compliant,,1.34,0
49732,2016,Hospital,4500 40th Ave NE,Seattle,WA,98145.0,1025049265,NORTHEAST,47.66201,-122.28386,2013.0,1.0,8.0,330000,0.0,330000.0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),241500.0,,,,,58.0,239.1999969,490.8999939,57764408.0,0.0,27703081.0,30061325.0,False,Compliant,,5.42,0
49733,2016,High-Rise Multifamily,888 Western Avenue,Seattle,WA,98104.0,7666202540,DOWNTOWN,47.60336,-122.33615,2013.0,1.0,16.0,194228,73392.0,120836.0,"Multifamily Housing, Parking",Multifamily Housing,202675.0,Parking,71418.0,,,62.0,40.0,110.1999969,8101542.5,0.0,6616178.0,1450220.0,False,Compliant,,0.63,0
49734,2016,Low-Rise Multifamily,3606 Woodland Park Ave North,Seattle,WA,98103.0,2261500150,LAKE UNION,47.65082,-122.34348,2012.0,1.0,4.0,31962,0.0,31962.0,"Multifamily Housing, Parking",Multifamily Housing,29788.0,Parking,20492.0,,,92.0,34.29999924,107.8000031,1022276.375,0.0,994195.0,0.0,False,Compliant,,0.22,0
49735,2016,Low-Rise Multifamily,10507 Aurora Ave. N.,Seattle,WA,98133.0,2291400310,NORTHWEST,47.70539,-122.34508,2012.0,1.0,4.0,54771,0.0,54771.0,Multifamily Housing,Multifamily Housing,52596.0,,,,,97.0,23.39999962,73.30000305,1228963.75,0.0,1227193.0,1771.0,False,Compliant,,0.16,0
49736,2016,Low-Rise Multifamily,5444 Delridge Way SW,Seattle,WA,98106.0,1773101555,DELRIDGE,47.55238,-122.36266,2013.0,1.0,4.0,27950,0.0,27950.0,Multifamily Housing,Multifamily Housing,27950.0,,,,,42.0,85.40000153,164.1000061,2388272.5,0.0,994151.0,1251417.0,False,Compliant,,2.63,0
49737,2016,Retail Store,600 Queen Anne Ave N,Seattle,WA,98109.0,701100-0000,MAGNOLIA / QUEEN ANNE,47.62503,-122.35642,1918.0,1.0,3.0,43832,0.0,43832.0,"Hotel, Parking, Retail Store",Retail Store,24588.0,Hotel,17558.0,Parking,1686.0,67.0,96.90000153,165.8999939,4085534.75,0.0,1343774.0,2542771.0,False,Compliant,,3.29,0
49738,2016,Other,42nd Ave. SW and SW Alaska St.,Seattle,WA,98116.0,7579200260,SOUTHWEST,47.5596,-122.38459,1987.0,1.0,6.0,146363,0.0,146363.0,Strip Mall,Strip Mall,146363.0,,,,,52.107,83.0,177.8999939,12145596.0,0.0,6438541.0,5292013.0,False,Compliant,,2.23,1
49739,2016,Mid-Rise Multifamily,219 Pontius Ave. N,Seattle,WA,98109.0,2467400441,LAKE UNION,47.62023,-122.33227,2013.0,1.0,6.0,41502,0.0,41502.0,Multifamily Housing,Multifamily Housing,43186.0,,,,,82.0,55.70000076,102.4000015,2406215.0,0.0,906430.0,1321479.0,False,Compliant,,1.84,0
